review_comment_message
relógio muito bonito e barato.
MT lindo
o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei
"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor"
"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver."
10
Produto correspondente as minhas expectativas! Foi entregue antes do prazo estabelecido! 
Loja em si é boa pena a americana nao da suporte ao cliente 
"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone
"
Muito bom
Demorou quase trinta dias .tempo demais
"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem."
bom tmb
Só ñ gostei de uma coisa o relógio está só parando com bateria fraca está novicimo esse relógio e já está parando
"O mp3 player é muito bonito e pequeno. Contudo, o som dele é muito ruim, com ruídos e chiados. Troquei o fone de ouvido pelo da apple, mas não mudou nada. O problema é na qualidade do produto mesmo."
"Ainda não recebi um dos relógios, ainda aguardando...obrigada!"
"Veio um relógio feminino no lugar do relógio masculino que eu pedi, fiz o cancelamento e a devolução do que eu recebi e também sobre o estorno e não recebi nenhuma resposta."
"chegou tudo certo, recomendo."
"Ótima empresa, entregou antes do prazo.
Vocês estão de parabéns."
"Comprei um produto pra entregar na minha casa,paguei frete,e deixaram no correio pra retirar, não é certo,porq cobram frete então?"
produto bom gostei muito!
Entrega perfeita e bem antes da data prevista.
Gostei muito do produto. 
Produto muito ruim não da nem para ver a hora direito porque o numero são tao pequeno quase não da para enxegar direit
"bom produto, entrega no prazo"
"comprei três cabos USB,macho e femea,cada um com 5m. Dois vieram com defeitos ,o windows não o reconhece."
"Produto péssimo. Com emblema de ponta-cabeça (invertido) e contém avaria. Já fiz contato com a loja através do e-mail e ninguém respondeu. 
Quero meu dinheiro de volta assim como instruções sobre com"
"Chegou antes do tempo previsto, lindo e perfeito o relógio ... minha amiga decretação adotar "
O relógio está com defeito onde efetuo a troca do mesmo ou seu reparo.
"A entrega foi no prazo,O relógio é muito bonito só pensei que ele seria maior, mais fora isso não tenho o que reclamar"
"Chegou antes do prazo, parabéns!"
"Entrega rápida e produto de qualidade.
Recomendo. "
Veio totalmente errado E o material falado no site não e5 o mesmo é uma porcaria queria trocar e não consegui 
"Comprei outros produtos e devido a um problema técnico do site das lannister ainda não recebi. 
A central de atendimento deixa a desejar."
"Gostei e recomendo!!
É de confiança!!"
Demorou um pouco a entrega mais fui avisada e no mais tudo certo o produto chegou e gostei.
Entrega rápida e bom custo benefício. Relógio automático Winner excelente. Pena que que a bússola e o termômetro do relógio Oulm sejam só enfeite. 
"Por favor, reenviar!"
Bom
"Excelente,bonito e ajusta facil no braço. Nao é grande, tem o tamanho ideal e muitas funçoes. Super recomendo."
O relógio tem uma boa qualidade. 
Não me entregaram o pedido tive que ir buscar no correio. 
"so entregou um relogio, esta faltando o do homem aranha"
Chegou certinho antes prazo
Ótimo produto 
"Produto de ótima qualidade, adorei sem falar que fiz o pedido em um dia e já chegou no outro !!!! Super recomendo😊"
N/c
"Gostei muito é recomendo para todos essa não é a minha primeira compra eu vou continuar comprando
"
Não gostei do produto qualidade ruim 
"Produto entregue corretamente, embrulhado em plástico bolha dentro de uma caixa de papelão. "
Otimo
"Olá. A entrega chegou rápido, em três dias. Produto muito bom."
"O produto é de boa qualidade, porém, comprei na cor branco e recebi na cor rosa. Não efetuei a troca pois para a utilização a cor não iria interferir, e estava com urgência."
"falta agora o terceiro e o i ultimo trlogio de 181.40,estou no aguardo"
"Gostei do produto, porém o visor do sensor está trincado em 2 partes, por ser um produto novo não deveria estar com estas características, como está funcionando direito deixei passar. "
"Bom dia.
O produto que recebi é diferente do que a loja mostra como foto.
Gostaria de devolver o mesmo e estornar o valor do cartão.
Muito obrigado.
Att.
"
"valeu 
muito bom."
"O relógio é lindo, minha esposa adorou."
eu gostei muito e recomendo que todos compre nest loja
"O produto veio numa embalagem superprotegida, o que mostra o cuidado do vendedor para com o cliente. "
recebi porem com defeito
Produto apresenta clara baixa qualidade do produto.
excelente
Tudo ok
Relógio muito bom.
Ainda não recebi o produto. Comprei dia 22/1017. Quero meu produto ou o dinheiro de volta.
"Produto de alta qualidade, perfeito. "
"Ótimo atendimento em todos os níveis: Rastreamento, passo a passo da compra desde a confirmação, logística de entrega pelo site da lannister e correio, entrega antes do prazo, logística perfeita. "
Conforme combinado 
A PIOR COMPRA QUE JÁ FIZ NO baratheon
Um produto que satisfaz a necessidade de quem quer um relógio funcionando conforme os padrões da categoria.
Faltou produto. Relógio com pingente Torre Eiffel. 
Até esta data não recebi um posicionamento sobre a entrega do produto comprado. Apenas enviaram um email dizendo que houve problema na entrega e até agora nada
Produto veio perfeito e antes do prazo de entrega.
Gostei muito da promoção e do prazo de entrega.
Serviço muito bom assim como o produto
"Nota 10 pela entrega.
O produto não tem a cor exatamente preta, está mais para chumbo cobreado..."
Satisfação
"o relógio é bonito, porém não é para o dia a dia, por ser de material bem inferior, mas pelo preço está ok"
Muito legal
Vendedor pontual e o produto satisfez minha expectativa. 
Recomendados.
Ótimo 
Otimo produto chegou até antes do prazo venho perfeitamente pode confiar loja de confiança
"Entrega antes do prazo;
Gostei do produto ;
Recomendo comprar."
Chegou antes do prazo e é lindo o relógio
Amei o produto..recomendo
Muito bom 
"sempre compro e sempre comprarei, loja 5 estrelas. "
"produto correto, entrega antes do prazo final, bom preço e de boa qualidade: recomendo."
"O relógio esta atrasando, mesmo após ter tido seus ponteiros reajustados por diversas vezes. Além de estar tentando trocar o produto e não obtido êxito."
"Alterar a transportadora do Correios, para transportes particulares."
Estou muito contente com o produto e rapido na entrega.
"Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!"
Não recebi porque está no correio 
"até hoje não recebi o produto,já passou do prazo de entrega e nada ainda "
EXCELENTE ATENDIMENTO
"Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum."
"Produto veio com defeito, a caixa do relógio solta,sem parafusos. Quero devolução!!"
"Relógio muito bonito..gostei muito 
Chegou antes do prazo em perfeito estado tudo funcionado recomendo"
"recebi os 2 produtos sim recomendo a todos voces esta de parabeis nota 10
obrigado"
Atendeu minhas expectativas 
"Mandaram o relógio, ao chegar observei que estava parado.
Conclusão :
Mandaram produto quebrado.
"
"PRODUTO BONITO, MAS ACHO QUE DEVERIA TER VINDO NUMA CAIXA ADEQUADA P RELOGIO."
otimo
"relógio não tem caixa ? veio muito bem embalado, mas sem caixa ?"
Bem acabado e tamanho ideal...vale a pena 
É couro sintético!!
Produto muito bom 
"Tudo certo com o produto e entrega.
Entrega realizada antes do prazo previsto!!!"
"O relógio é bonito o material é um pouco duro, mas é bakana
"
"Arrependi do produto, fui pedir a devolução, faz mais de 48 horas e ninguem me deu uma resposta. Insatisfeito!"
O produto é bom porém a nota fiscal veio com o nome da pessoa que recebeu sendo que o pedido foi feito em meu cpf. Caso precise trocar ou fazer alguma coisa não vou poder porque está em outro nome 
Tudo conforme solicitado. Entregue antecipado
comprei um modelo de relogio e veio outro totalmente diferente
"Eu recebi somente o relógio da coruja. Não recebi o relógio preto esportivo. No entanto, o status da entrega consta ""produto entregue"".

Assim, solicito esclarecimentos."
O produto foi entregue em tempo recorde e conforme descrito no anúncio.
"Fui bem atendido, a negociação foi normal."
"Ainda que a pulseira sei de baixíssima qualidade, o produto é bonito. "
Veio como eu esperava 
Já comprei várias vezes e ainda vou comprar...
OBRIGADA PELO ATENDIMENTO!
Bonitos os relógios mas o dourado deveria estar especificado a cor no tom do dourado !!!! Mas ele e muito bonito. 
"Foi
Poditiva a experiência de compra."
Questionamento: o Relogio é a corda?
"Peço desculpas pela avaliação anterior, onde infomeiuque ainda não havia recebido o produto, na verdade ele estava na portaria do meu prédio."
"Contrariando código de defesa do consumidor. (Lei 8.078. Art.31 ) O relógio não vem com manual em Portugues.Veio em ingles um Xerox meio apagado. Recorri ao You Tube ,onde há demonstrações em espanhol"
Tudo ocorreu de forma eficiente
Meu relógio veio funcionando sem travar e faltou uma caixinha pra mas segurança. 
Minha filha amou.
Produto de alta qualidade.
"Entrega no prazo, produto correto, mas o relógio não funciona "
"Muito bom produto é bonito eu recomendo.
É ainda chegou bem antes do prazo."
Não foi entregue o relógio.
Sempre comprei no site. Excelente. O unico problema foi que não entregaram dentro do prazo. Mas no geral todos os produtos são de excelente qualidade.
Tudo direitinho
Um dos relogios veio aberto sem tampa e sem funcionar não recomendo a ninguem essa empresa
"Chegou antes da data prevista , entrega rapida "
ola comprei dois relógios. somente um chegou.
"Gostei muito da agilidade.
Produto chegou antes do prazo.
Continuem assim."
muito boa a carteira .
RECEBI MEU PRODUTO PORÉM ELE VEIO COM DEFEITO(COLOQUEI O RELÓGIO NO PULSO E ELE FICOU NO MESMO HORÁRIO QUE COLOQUEI) ESTOU INSATISFEITA .
"Como pode um relógio vim com os números errados, exijo a devolução do meu dinheiro! "
"o produto é de boa qualidade e chegou no dia seguinte ao pagamento, recomendo "
Nunca havia adquirido um relógio da Diesel. Logo nos primeiros dias de uso o botão do meio se soltou e por pouco eu não o perdi. Sinceramente tenho dúvidas acerca da originalidade do item. 
"A única questão que fez com que ele perdesse pontos, foi o fato de ele vir simplesmente embalado em um plástico. Sem caixinha ou algo do tipo."
 SEMPRE QUE COMPRO ALGO NO baratheon OU EM SEUS PARCEIROS FICO SATISFEITO
"Deveria ter mais opções para um produto que veio pela metade.
Fiz a compra de dois relógios, recebi somente um. "
"Fiz comprar lannister d 2 carteira paguei 
Por 2 carteira e p minha surpresa qd abrir 
Caixa só tinha 1 carteira !
Obs. Nota fiscal veio constando q tinha 2 
Sendo q só veio 1 ! 
E agora como fi"
Ótimo produto entrega antes do prazo previsto .
"Amei o relógio, chegou no prazo e é lindo igual ao anunciado"
"Produto como o esperado. Apesar de chegar no prazo, achei muito longo o tempo pra entrega. "
O relógio é lindo gostei muito. Em relação a embalagem veio muito bem protegido. 
Ótimo entrega rápida no prazo
"Comprei dois produtos , chegou apenas um, quero meu boné"
obrigado vou recomendar mais pessoas material de primeiraparabens.
Produto adaquirido chegou muito antes do prazo.
"Cumpriu o esperado, exceto pelo manual do produto vir em inglês, e não passar de um pedaço de papel mal impresso como uma cópia reprográfica mal enquadrada em 1/4 de folha A-4"
Produto entregue antes do prazo.
Excelente vendedor e produto!
"Ótima obrigado bom dia 
"
O produto é realmente sensacional. Aprovada a compra! Minha filha amou!!!
"Péssimo, sem qualidade, material vagabundo, horrível, não vale nem 10 reais, totalmente pirata "
nunca comprei produtos pela internet essa foi a primeira vez e vou recomendar para os amigos e familiares muito grato
"Gostei muito. Logo vou adquirir o preto tbm.
"
Amei lindo recomendo sim
"Otima recebi antes da data prevista vendedor de caráter, diferente do shop atacado q não recomendo so tive problemas. "
"Gostei do produto, mas veio com a numeração em algarismo Romano errada. O número 4 está escrito como IIII."
"Sem manual ou embalagem, enrolado apenas em plástico bolha. Mas pelo menos chegou intacto. Veremos nos próximos produtos."
Gostei da rapidez.
"Infelizmente precisarei trocar, pois não serviu."
"Ótimo produto bem embalado, entrega na data prevista.Eu recomendo."
satisfeita
"Bom produto, entrega no prazo."
super recomendo produto correto
O produto foi entregue antes do prazo . Obrigada por acatar nosso apelo. Nota 10.
Eu recomendo
Estou satisfeito com o processo de compra mas não com o produto. O fone de ouvido é de má qualidade e o produto tem um manual de instruções muito ruim.
"Super atrasado a entrega , prometeram em 12 dias e até agora não chegou 02/01/2018 era um presente , agora já perdeu o sentido "
"Legual o atndimemnto
"
Ainda nã recebi o produto
"o atendimento da loja foi dez, somente o produto não foi o que eu esperava."
"comprei tres relogios,vieram 2,o mais caro de 181.40 ainda nao veio,paguei no boleto dia 9/8,estou na espera"
Relógio muito bom. Possui vários modelos com bom acabamento e estilos. 
"O produto veio com a pulseira descascada, paguei pelo frete e eles enviaram via Correios resultado tive maior transtorno para retirar nos Correios e quando fui ver o produto com defeito."
"meu produto não veio, voltou para São Paulo/SP, e pedir devolução do meu dinheiro"
"Acabamento e fragilidade no produto, equivalente ao preço pago!veio envolto em um plástico,muito de mal gosto"
Recomendo.
Produtos chegaram com qualidade esperada
meu pedido nao veio comprei dois relogio branco so veio 1
"Não recebi meu produto, quando foi entregue?"
"O produto se diz de couro, porém não é."
o produto é de otima qualidae e chegou antes do prazo de entrega.
"Só faltou mesmo o manual para regular o relógio, é meio complicado. Vou ter que levar em uma relojoaria para me ensinarem.
Mas o produto é o esperado."
meu produto com defeito
"Recebi o produto até dentro do prazo, mas foi um desperdício de dinheiro. Material super fraco, luz interna péssima, quase não dá pra ver as horas. Não condiz em nada com o anunciado. "
O couro da carteira veio descolado em algumas partes. Está abrindo cada vez mais. Solicitei a troca mas até agora nem um retorno. Já comprei faz 3 dias.
O PRODUTO É COMPATIVEL COM O PREÇO.
"Tudo certo, ótimo produto"
"Lindo, chegou muito antes do prazo. Só não tem nenhum tipo de certificado de garantia. Acho q não é a prova d'água, pois não tem nada dizendo."
Gostei muito do produto
"Produto muito bonito, chegou antes do prazo recomendo."
"O relógio que comprei nesta loja, a luz do meio com menos de 20 dias de uso não acende mais. Gostaria que trocasse ou se for o caso haja devolução. Por gentileza me dar algum retorno.

Obrigada"
Totalmente frustada
de 1 a 10e10
confiavel
Este produto era o que eu esperava 
Produto entregue dentro do prazo estipulado.
Gostei muito 
Entregaram antes do prazo 😀
"excelente loja gostei do produto muito bom
entrega rápida."
produto não é bom
"O relojio muito lindo ,gostei de mais .Agora sou preciso que seja da qualidade do material que o vendedor recomendo "
O relógio touch screen é ruim de mexer e muda a hora a todo momento mais no mais TDS os demais estão bem.
"Relógio veio com defeito na pulseira na cor , não tinha como usar. Liguei pra cancelar e devolver o produto."
O e-mail consta relógio e gravadora mas somente foi entregue o relógio pelo correio
"Gostei muito de comprar na targaryen, pq entregam dentro do prazo."
Produto como descrito e chegou antes do prazo
"Produto do camelô... 100% Paraguai
Pior compra que já fiz na internet.
Anúncio não condiz com o produto.

Quero devolver..."
Não foi entregue em casa .disseram que não tinha ninguém pra receber;só que tinha. Usaram o expediente mais comodo ..entregar todas as encomendas no posto do correio e o cliente se vira pra retirar...
"O produto veio fora do prazo, é só recebi porque solicitei o cancelamento.

Lamentável."
"comprei dois relógios e recebi apenas um, como devo proceder"
"Não recebi o produto, o site poderia mostrar onde o produto está. "
"excelente produto,ótima qualidade e rapidez na entrega ! recomendo com toda certeza !!!"
entrega Rapida 
"Produto solto dentro de uma caixa de papelão sem nenhum tipo de enchimento amortecedor ou protetor. Felizmente não sofreu danos, mas deixou a desejar no aspecto embalagem."
Só achei grande este modelo de carteira.
Loja boa recomendo
"Gostei muito do atendimento, como sempre fui bem atendida!"
Produto veio com defeito no motor do relógio.
"O produto veio com defeito, relógio soltando o fundo. A própria pulseira do relógio o fazia soltar"
LINDA!!!
Até agora não recebi o produto
Ótimo site 
O produto chegou quebrado.
SÓ NÃO GOSTEI PORQUE O PRODUTO NÃO VEIO EM NENHUMA CAIXA APENAS COM UM SAQUINHO. E COMO COMPREI PARA REVENDER SEM UMA EMBALAGEM ESPECIFICA FICA UM POUCO DESVALORIZADO.
Muito inferior este produto Não gostei 
Amei !
"O produto é bom. É maior q eu imaginava, mas os documentos não cabem. Quem tem CNH tem q tirar o plástico pra guardar na carteira, pois não cabe com o plástico. Identidade não cabe. No geral é boa"
Super recomendo chegou no prazo tudo correto amei
Comprei 2 relógios e entregaram apenas 1. Aguardo posicionamento da loja qto a isso ou estorno do valor no cartão. 
"CHEGOU ANTES DO PRAZO, FACIL DE CONFIGURAR E ENTENDER SUAS FUNCIONALIDADES, BOM DE USO"
O PRODUTO PRACE ESTAR AVARIADO.
Produto de wualidade muito bom
Produto lindo e de ótima qualidade!
Entrega tranquila e dentro do tempo.
"A loja é muito boa, porem neste caso, só recebi um dos itens do pedido e ainda não tive resposta da loja"
"O produto é muito inferior do q demonstra na foto. Esse tipo de produto ""depõe "" contra a americana. Com "
"Adorei , foi exatamente oque eu esperava."
Excelente!!
Prestou atendimento quando solicitado.. mas demora na resolução do mesmo.
"muito bom, recebi o produto antes do prazo estabelecido."
produto fora da minha expectativa 
bem rapido
"Muito satisfeita com o produto, entrega. Recomendo!!"
"Produto lindo, ótimo melhor q esperava"
"Comprei um produto e recebi apenas um. Espero que seja resolvido logo, afinal eu paguei por doía, não um apenas."
Produto entregue normalmente e dentro do prazo.
Meu esposo amou o relógio. Teve um problema na primeira tentativa de entrega. Mais a loja targaryen resolveu td. Estão de parabéns 👏👏👏👏👏👏👏👏👏👏👏
Eu amei comprei dia 1.8. chegou dia 3.8 
"O relógio é muito bonito, um pouco maior do q eu esperava, mas adorei assim mesmo."
