review_comment_message
"Entregue antes do tempo previsto, o produto tem uma boa qualidade."
"O produto e muito ruim nao e igual o que estava no site 

produto bem fajuto "
O produto é ruim não esperava que o relógio fosse dese tipo esperava que o relógio teria uma tela avista não fechada o led e muito fraco não tão visível como na foto detestei o relógio 
"ótimo produto, entrega no prazo, gosto muito de comprar pelo site lannister.com"
"Chegou muito rápido... Produto correto...
Super recomendo!!!"
Relógio muinto bonito bom custo benefício recomendo 
"Sou policial civil no RJ e necessitava do produto para investigar. Me cobraram frete é paguei. Produto filma mas não grava áudio de voz. Queria fazer a troca, mas não quero pagar frete para entrega. "
"Estou muito satisfeito com o meu produto que comprei pra minha filha , chegou antes do prazo previsto muito bom msm esse loja."
Ainda considero no prazo devido ao feriadão.
"O produto não veio com qualquer manual, mesmo que em inglês explicando seu funcionamento. No mais o produto é satisfatório.
"
Preço ótimo pela qualidade
Muito bem atendido
"Produto chegou antes do prazo, super recomendo"
Recomendo o produto e a loja. Parabens!
"Eu comprei o relogio e c 3 dias parou de funcionar,como faço p fazer troca?"
"Os produtos são ainda mais bonitos ao vivo, ambos chegaram funcionando, porém, um deles, solicitei LED vermelho e chegou azul e com uma lasca na pulseira, mesmo assim, ficarei com ele. "
Ótima compra relógio mto lindo. 
"No momento ainda estou aguardando o produto .Ja mandei dois emails e não obtive resposta .Falta de consideração com o cliente .Estou triste porque sou cliente antigo da lannister , ja o parceiro....."
Acho muito fraca está loja. 
 Nota 10 para entrega super rápida com certeza já indiquei e indico agilidade estao de parabéns 
Entrega muito antes do prazo!!! Show de bola
A película veio completamente destruida.
Gostei da qualidade do produto!
Muito bom! Qualidade ótima! Entrega muito rápida... Amei e recomendo muito...
bom
"Gostei muito,acabamento bom,cor bonita so o tamanho que é maior que eu pensava"
Não gostei tanto assim do produto.
Muito eficiente e rapidez na entrega do produto.
Péssimo.
veio faltando uma carteira e querendo saber como vai fica 
"Produto de baixa qualidade, na foto engana bem, bota esquerdo não tem função, o digital somente funciona se vc aperta um dos dois botões da direita e logo apaga, instrução em inglês e chinês. "
"Carteira de ótima qualidade, só achei ela grande, mas fora isso, ela é linda e tem um designer legal!"
O produto é exatamente igual a foto q ue eu vi no site
A loja lannister sempre atendeu as minhas expectativas no que diz respeito a qualidade do produto e prazo de entrega.
"Produto recebido no prazo, recomendo"
Superou minhas expectativas. Feliz pelo produto adquirido
Entrega foi antes do prazo produto é como imaginei lindo recomendo 
Recebi a encomenda dentro do prazo. Bem embalada. Bem como esperava. Recomendo compra neste site.
"Produto bom. Excelente preço promocional, mas veio com riscados na carcaça e no visor, que não atrapalha a visualização das funções e beleza do relógio. Mas dá a impressão que já é usado "
"Recomendo a loja, entregou o pedido no tempo determinado e sem avarias."
"Compro com uma boa frequência, e desta vez, chegou um dos produtos, porém o outro não chegou. Preciso saber qual procedimento faço para receber o produto ou ser ressarcida?"
Deu tudo certo!
adorei a carteira grande e confortavel com bastante acessórios e espaço para documento.
"Ótimo produto, entrega perfeita."
Não posso avaliar a loja no momento tô muito triste e chateada procurando os meus direitos pq tava agendado pro dia 15/02. Até o momento nada e nenhuma satisfação fui nos coreeios e nada.
"O relógio é pequeno, mas achei super charmosa a pulseira! Amei!"
"o relógio não e a prova d,agua como tem na descrição do anuncio entrou agua"
Bom 
"A LOJA ME ENTREGOU UM RELÓGIO COM DEFEITO. ATRASA QUATRO HORAS, ISSO QUANDO NÃO PÁRA. DETALHE: O PROBLEMA NÃO É A BATERIA. QUERO MEU DINHEIRO DE VOLTA. ATÉ AGORA SÓ ME ENVIARAM E-MAILS. SOLUÇÃO NAD"
"Relógio com ferrugem na caixa
"
Entrega muito antes do prazo. O relógio é bem delicado. Muito satisfeita com a compra!
"Bom, entrega no prazo"
"Uma fofura, comprei mas duas cores e o relógio branco tem a personagem em rosa fica uma graça"
"Comprei dois produtos, chegou um somente."
Entrega rápida como sempre
"Recebi o produto muito antes do prazo, gostei do relógio! Parabéns!!! "
entrega super rápida e produto maravilhoso. adorei !!!!
"Comprei para o meu pai, para mim é muito ""cheguei"" pois é muito grande, mas é de coisas assim que ele gosta, ele amou! 😊"
Estou aguardando a entrega em minha casa em Paraibuna
"Lindo... amei
Preço super Bom!!!"
Produto entregue dentro do prazo.
Chegou corretamente e em tempo recorde!!! Parabéns pelo trabalho.
Bom relógio! Chegou antes da data prevista
 a targaryen apenas me entregou um dos produtos ficando o outro sem entrega ... o que está faltando é relogio feminino corrente dourada casual ... gostaria de saber o que está acontecendo e porque a Amer
Recomendo
Produto com bom material 
Meu pedido veio incompleto. Ficou faltando um item.
PRODUTO ERA PRA TER CHEGADO DIA 6/6 E NÃO CHEGOU AINDA 
Estraga rápida produto bom adorei excelente 
Recebi o relógio antes do prazo anunciado pelo site! O produto veio bem embalado. Recomendo esse parceiro. 
Otima
"Não posso avaliar, pois ainda não recebi o produto."
"Bom produto, antes do prazo de entrega, excelente. "
Ótimo muito bom gostei da atenção e do produto também 
Gostei da pontualidade 
Produtos de acordo com a descrição. As cerdas dos pincéis são super macias amei 
"Adoro comprar na lannister 
Entrega sempre no prazo 
Produtos de qualidade"
"Serviços todos ótimos, porém achei só o fecho um pouco frágil!!recomendo! "
As funções dele é meramente ilustrativa não funcionam apenas a hora
Não estou satisfeita com a qualidade do produto
"No geral eu gostei, porem o produto não veio exatamente na cor que aparece no site e ele veio enrolado em plástico bolha sem caixa própria do Relório"
Produto é razoável 
"Gostei muito, está aprovado.
"
"Produto atendeu minhas espectativas, com vários compartimentos onde posso distribuir meus cartões, dinheiros e moedas. Recomendo a vendedora por mais detalhes do produto."
Pedido entregue bem antes do cobinado obrigado parabens
é a targaryen fez a entrega na data prevista gostei ..
Comprei o relógio no dia 19/06 é o mesmo foi entregue no dia 21/06. Extremamente rapido!!
"Sempre comprei na lannister, porém, não recebi meus produtos em tempo hábil."
"Parabéns,eu estava procurando um site seguro pra fazer minhas compras e achei, muito bom atendimento . 

"
"Tudo certinho, chegou no prazo."
A pulseira é de camurça.
"Lindo relógio, ótima qualidade, entrega super rápida. Estou muito satisfeito."
Relógio lindo como na foto e parece ser de boa qualidade também!
"produto bem simples, não muito resistente pelo visto, mas pelo preço vale a pena."
"Entrega rápida e produto certinho. 
Obrigada!"
Chegou bem antes do prazo. Produto veio certinho e bem embalado. 
"é uma ótima loja pra comprar. o prazo de entrega é muito bom. 

quando acontece algum problema é resolvido imediato. eu gosto muito de comprar nessa loja."
"Relógio bonito, design moderno e resistente.
Apenas o ponteiro de temperatura não veio funcionando."
Entrega no prazo e tudo certo com o produto.
recomendo
Nota 10
"O produto chegou em perfeito estado. Bem embalado, antes da data de chegada. Pense numa satisfação número 1000. "
Protudo veio todo danificado
"Relógio lindo, veio com o visor que parece ser mais quadrado. Adorei"
Minha compra foi cancelada por falto do producto no stok e ainda não devolveron minho dinheiro. Para que colocam esso na venta cuando não esta en existencia no stok
Produto na foto e uma coisa quando chega e outra veio enrolado em um plástico sem caixa pulseira bem ruim 
"não tenho que reclamar o site das lojas lannister estão de parabéns, nunca tive problemas com compra ou na entrega."
Propaganda enganosa lá na descrição diz que o relógio é isso e aquilo que é bom e tal mas na verdade não é nada disso além de tudo a cor que eu pedi foi dourado e veio uma cor que não é Dourado.
"Olha comprar nas lojas lannister e bom, o problema é que a transportadora que cobra pra fazer a entrega, nao entrega o produto á gente tem que retirar no correio. E aí o valor do produto dobra..."
satisfeita com a compra
Não entregaram não tive reembolso 
Porcaria7
entrega rápida
Chegou no prazo e atendeu as minhas espectativas
"A pulseira aparente ser um pouco frágil, fora isso tudo certo. Entrega antecipada tá de parabéns 👏👏👏. "
"O relógio e MUITO maior que parece, não acho que seja um relógio que também se adeque a mulher"
Tudo ótimo venho como eu imaginava super satisfeita.
"Ruim, até o momento o produto não chegou"
Não recebi um dos produtos..atendimento pelo sac é péssimo pessoas mal treinadas.sempre compro pelo site lannister nunca tive problemas mas dessa vez horrível..sem explicações atendentes péssimos 
"O produto tem uma péssima qualidade, foi enviado sem nenhuma embalagem desente e não foi entregue num curto prazo"
"Recebi o relógio e adorei,mas ele veio com defeito.Ponteiro quebrado😡"
"O relógio que veio com uma falha no vidro
Mal acondicionado na embalagem
Estou totalmente insatisfeito gostaria de devolver a mercadoria"
"Shopime é uma empresa 100%
Compro com eles de olho fechado "
Produto de qualidade e entregue no prazo
"Estão de parabéns como sempre, o produto chega antes do prazo Obrigado "
"COMPRO SEMPRE NAS lannister PORQUE TEM PREÇO, QUALIDADE E RAPIDEZ NA ENTREGA"
Ótimo produto de qualidade e u recomendo
"Comprei no site do baratheon e, no mesmo dia, a nota foi emitida e o relógio foi enviado. Recebi uns 3 dias depois, se muito tempo."
"produto entregue rápido e conforme anunciado...
recomendo a todos... IBL"
"Gostaria de saber onde é a garantia, pois o mesmo já possui arranhões."
"O produto foi entregue bem antes do prazo, quanto a qualidade parece boa..."
"Fiquei bem chateado, estalou esperando meu produto até agora e fico sabendo que está em cancelamento do pedido.
Queria muito o produto é agora estou triste e com uma má impressão da loja!"
Otimo!
Produto de baixa qualidade. 
Produto muito lindo. Igual a imagem. Entrega antes do prazo.
"PESSOAL O PRODUTO É DE ÓTIMA QUALIDADE, A CARTEIRA É MUITO BONITA E DE MATERIAL RESISTENTE, INDICO A TODOS, ESSA LOJA ME SURPREENDEU."
Chegou antes do esperado e amei o relógio !
"Gostei otimo produto
"
Produto conforme anúncio
Amei
"boa tarde só me foi entregue um relógio falta o de perola que não entregaram, gostaria de saber quando vão entregar o outro."
Comprei um relógio branco me mandaram preto
Negativo
"esperava muito mas qualidade do produto como vi
na foto, ficou muito a desejar"
"Bom dia!

Ao abrir a caixa, verifiquei que o pedido Brinco De Gancho Pendurado Chapeado De Prata Cristal Orelha Prata 5 estava faltando e estava sendo especificado na nota fiscal."
o produto branco veio sujo como se já tivesse sido usado e dando a impressão de não ser novo.
"Já solicitei a troca do produto, por defeito, informação diferente do que veio, avaria..."
Recebi dentro do prazo estipulado 
recomendo a loja targaryen e o baratheon. ótima parceria. 
"Entregue corretamente, porém a carteira é muito grande."
cHEGOU E ESTÁ TUDO OK.
"chegou bem antes do prazo, direitinho."
"O produto chegou no prazo e foi o que comprei, excelente compra"
Bem embalados e até antes do prazo 
O vendedor oferece um produto que não ta em estoque.
O produto não é aquilo que pensei. Parece imitação bem barata.
"Pela foto o produto parecia ser imponente e bonito, porém quando chegou o relógio quase não coube no meu braço, pela foto parecia ser lindo mais a realidade era outra."
BOA ENTREGA
muito bom
"Relógio com pulseira quebrada. Já enviado para reparos em um relojoeiro para evitar perda de tempo visto ser um produto bonito. Sem embalagem, manual ou garantia."
A compra chegou bem antes do orazo informado. 
Bom produto
Muita rapidez e ótimos produtos.
"Já sou cliente a anos das Lojas lannister, bem como suas parceiras. Nunca tive problema algum nas entregas e prazo. Quanto ao MP3 gostei. Simples e fácil de usar. Aprovado!"
